,link,location,district,HouseType,total price,Update,Building,Object status,Location of the house,Home type,The floor,Built-up area,Usable area,Floor area,Land area,Garden area,Store,Move-in date,Water,Heating,Gas,Garbage,Transport,Communication,Energy efficiency of the building,Barrier-free,Equipment,companyName,proximityIndex,Index,Note on price,Electricity,Indicator of energy efficiency of the building,Object location,Parking,Garage,Year of reconstruction,Lift,Year of approval,Telecommunication,Certificate of energy performance of the building,Swimming pool,Housing costs,Discounted,Original price,Condition,locationLat,locationLong,price,provize,právního,dph,poplatků,cena k jednání,Built-up areaNan,Floor areaNan,Land areaNan,Garden areaNan,Year of reconstructionNan,Year of approvalNan
1596,https://www.sreality.cz/detail/prodej/dum/chata/zitenice--/328013644,"Žitenice, okres Litoměřice",litomerice,"chaty
",1 300 000 Kč za nemovitost,19.10.2022,Cihlová,Dobrý,Samostatný,Přízemní,1,0.3019949275986279,0.25913947998525333,0.2982659828428947,0.46443994321689,0.5598049883255964,Missing,Ihned,Dálkový vodovod,Missing,Missing,Septik,"MHD, Autobus",Zpevněná,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0.0,Missing,Anna Černá Reality,0.7413175168639803,1670,Nothing,Missing,Missing,Polosamota,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.5552825,14.1566453,0.3374722735839937,Missing,Missing,Missing,Missing,Missing,0,0,0,0,1,1
4057,https://www.sreality.cz/detail/prodej/dum/rodinny/frymburk--/1121666636,"Frymburk, okres Český Krumlov",cesky-krumlov,"rodinne-domy
",6 490 000 Kč za nemovitost (k jednání),21.10.2022,Cihlová,Po rekonstrukci,Samostatný,Patrový,2. podlaží z celkem 2,0.4688058548950428,0.4401753486023803,0.506635781555068,0.40458961103549534,0.4570049486589201,Missing,Ihned,Studna,Ústřední tuhá paliva,Missing,Jímka,Missing,Zpevněná,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,Missing,Částečně,Radka Vacková - ERA Premiéra,0.23854671117165838,4247,Nothing,400V,Missing,Polosamota,2.0,Missing,0.7502845239488867,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,48.6609401,14.1656363,0.569182811741447,Missing,Missing,Missing,Missing,Missing,0,0,0,0,0,1
5237,https://www.sreality.cz/detail/prodej/dum/rodinny/cervena-recice-cervena-recice-/1717225036,"Červená Řečice, okres Pelhřimov",pelhrimov,"rodinne-domy
",2 790 000 Kč za nemovitost,21.10.2022,Smíšená,Dobrý,Samostatný,Přízemní,1,0.5637947493581066,0.46186967341970414,0.5331315879193048,0.5187825693754317,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,0,RE/MAX A-City,0.5574707564460064,5474,Nothing,Missing,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.5112314,15.1783645,0.4475240655062973,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
4474,https://www.sreality.cz/detail/prodej/dum/chalupa/zabrdi-zabrdi-/1707275852,"Zábrdí, okres Prachatice",prachatice,"chalupy
",3 020 000 Kč za nemovitost,11.08.2022,Smíšená,Dobrý,Samostatný,Přízemní,1,0.5016027172516785,0.4095652897533186,0.5331315879193048,0.43710503724970584,0.5462226124648275,Missing,Missing,Missing,"Lokální tuhá paliva, Lokální elektrické",Missing,Jímka,Silnice,Asfaltová,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,0,RE/MAX G8 Reality,0.9185904970811138,4684,Nothing,230V,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.0279611,13.939415,0.45893959175299015,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
4196,https://www.sreality.cz/detail/prodej/dum/na-klic/frymburk--/3363948364,"Frymburk, okres Český Krumlov",cesky-krumlov,"projekty-na-klic
",2 750 000 Kč za nemovitost,21.10.2022,Montovaná,Projekt,Samostatný,Patrový,2,0.46118585026479275,0.43498152298532927,0.5331315879193048,0.0,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Třída B - Velmi úsporná,Missing,Missing,Martin Chour,0.23854671117165838,4394,"na klíč, vč. zákl. desky a DPH",Missing,Missing,Missing,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,48.6609401,14.1656363,0.44544305157207864,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
2278,https://www.sreality.cz/detail/prodej/dum/rodinny/libusin-libusin-pod-maxovkou/37673052,"Pod Maxovkou, Libušín",kladno,"rodinne-domy
",11 950 000 Kč za nemovitost,18.10.2022,Smíšená,Velmi dobrý,Samostatný,Přízemní,1,0.531842823012964,0.45202217277182916,0.5331315879193048,0.5556089539480081,0.5462226124648275,Missing,Missing,Dálkový vodovod,Jiné,Missing,ČOV pro celý objekt,"Silnice, Autobus",Missing,Třída A - Mimořádně úsporná č. 148/2007 Sb. podle vyhlášky,1.0,Částečně,M&M reality,0.7332982398225931,2383,Včetně provize RK a kompletního právního servisu. . V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V","50,0 kWh/m^2 za rok",Okraj obce,3.0,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.1634595,14.0538186,0.6571560654094095,True,True,Missing,Missing,Missing,1,1,0,1,1,1
4334,https://www.sreality.cz/detail/prodej/dum/rodinny/cerveny-hradek-cerveny-hradek-/494733660,"Červený Hrádek, okres Jindřichův Hradec",jindrichuv-hradec,"rodinne-domy
",3 900 000 Kč za nemovitost,29.08.2022,Smíšená,Velmi dobrý,Samostatný,Patrový,2,0.6740359148189207,0.6431698046257691,0.5331315879193048,0.5342266812962089,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,Částečně,RE/MAX Profil,0.7927512403851111,4540,Nothing,Missing,Missing,Centrum obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Rezervováno,49.1229428,15.5389782,0.4957907754302635,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
2183,https://www.sreality.cz/detail/prodej/dum/rodinny/kladno-dubi-bustehradska/3028043340,"Buštěhradská, Kladno - Dubí",kladno,"rodinne-domy
",4 700 000 Kč za nemovitost,21.10.2022,Smíšená,Po rekonstrukci,Missing,Patrový,Missing,0.5946670412518157,0.46831807909069567,0.5331315879193048,0.4060271863988324,0.5462226124648275,Missing,Missing,Dálkový vodovod,Ústřední plynové,Missing,Veřejná kanalizace,Missing,Missing,Missing,Missing,Missing,Nasima Reality,0.71641662255135,2286,Nothing,Missing,Missing,Klidná část obce,Missing,1.0,0.7500160339225485,Missing,0.9493004902331208,Missing,Zobrazit průkaz energetické náročnosti budovy,Missing,Missing,Missing,Missing,Missing,50.1487618,14.1435299,0.5226792503342339,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
311,https://www.sreality.cz/detail/prodej/dum/rodinny/jachymov-jachymov-mathesiova/1641048156,"Mathesiova, Jáchymov",karlovy-vary,"rodinne-domy
",1 999 999 Kč za nemovitost,14.10.2022,Kamenná,V rekonstrukci,Samostatný,Patrový,3,0.531842823012964,0.5475106131914561,0.5331315879193048,0.3843100670383746,0.5462226124648275,1,Missing,Dálkový vodovod,Lokální tuhá paliva,Missing,Veřejná kanalizace,"Silnice, MHD, Autobus",Asfaltová,Missing,Missing,Missing,LAUROSEN,0.5945823496711806,323,Nothing,120V,Missing,Centrum obce,Missing,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.3746506,12.9119439,0.399551341368805,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
509,https://www.sreality.cz/detail/prodej/dum/rodinny/tachov-tachov-vapenna/1963902540,"Vápenná, Tachov",tachov,"rodinne-domy
",4 800 000 Kč za nemovitost,27.09.2022,Cihlová,Velmi dobrý,Rohový,Patrový,2,0.46429810902617175,0.47435015974963196,0.5331315879193048,0.355593602751326,0.5462226124648275,Missing,Ihned,Missing,"Ústřední plynové, Podlahové",Plynovod,Veřejná kanalizace,Missing,Asfaltová,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,Částečně,RE/MAX Active Broker,0.3933326248140223,532,Nothing,Missing,Missing,Klidná část obce,Missing,Missing,0.7497468775018156,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.8026029,12.6326507,0.5257132089357697,Missing,Missing,Missing,Missing,Missing,0,1,0,1,0,1
5710,https://www.sreality.cz/detail/prodej/dum/rodinny/liskovice-liskovice-/2793375564,"Lískovice, okres Jičín",jicin,"rodinne-domy
",455 406 Kč za nemovitost,12.09.2022,Smíšená,Dobrý,Samostatný,Přízemní,Missing,0.531842823012964,0.6690691554268853,0.5331315879193048,0.5519042976884637,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,"GAUTE, a.s.",0.8405651896875079,5976,"vyvolávací cena, včetně provize, včetně právního servisu",Missing,Missing,Missing,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.3362068,15.5546492,0.18631334168259284,True,True,Missing,Missing,Missing,1,1,0,1,1,1
41,https://www.sreality.cz/detail/prodej/dum/rodinny/marianske-lazne-hamrniky-capkova/2575419212,"Čapkova, Mariánské Lázně - Hamrníky",cheb,"rodinne-domy
",8 450 000 Kč za nemovitost,11.10.2022,Cihlová,Velmi dobrý,Řadový,Patrový,2,0.5581105912195368,0.5331029490870091,0.5331315879193048,0.44988485374155845,0.5462226124648275,1,Missing,Missing,Ústřední plynové,Plynovod,Veřejná kanalizace,"Vlak, Autobus",Missing,Třída C - Úsporná,Missing,Missing,Dumrealit.cz Premium,0.6765280433973351,41,informace v kanceláři,230V,Missing,Klidná část obce,4.0,1.0,0.7500160339225485,0.0,0.9493004902331208,"Internet, Kabelová televize",Missing,Missing,Missing,Missing,Missing,Missing,49.9513217,12.6825625,0.6072134001454965,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
4681,https://www.sreality.cz/detail/prodej/dum/rodinny/sezimovo-usti-sezimovo-usti-u-komory/3917633100,"U Komory, Sezimovo Ústí",tabor,"rodinne-domy
",15 455 000 Kč za nemovitost,20.10.2022,Cihlová,Po rekonstrukci,Samostatný,Patrový,2 včetně 1 podzemního,0.5196308223448072,0.5269877516501021,0.5633192172049014,0.5111410348340233,0.6059011103553075,5 m2,Missing,"Dálkový vodovod, Studna",Ústřední plynové,Plynovod,Veřejná kanalizace,"Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,Missing,0,4fin Reality Better together Tábor,0.4762896578140765,4895,"včetně poplatků, včetně provize, včetně právního servisu","230V, 400V",Missing,Klidná část obce,Missing,1.0,0.7499622560557173,Missing,0.9493004902331208,Telefon,Missing,Missing,Missing,Missing,Missing,Missing,49.388428,14.6863134,0.6942207555340993,True,True,Missing,True,Missing,0,0,0,0,0,1
5114,https://www.sreality.cz/detail/prodej/dum/rodinny/jezena--/89954124,"Ježená, okres Jihlava",jihlava,"rodinne-domy
",5 350 000 Kč za nemovitost,05.10.2022,Cihlová,Novostavba,Missing,Přízemní,Missing,0.5259078801785467,0.49041211147658387,0.5331315879193048,0.4753705354864092,0.5462226124648275,6 m2,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,JITRES,0.815340060159248,5346,včetně provize RK,Missing,Missing,Missing,3.0,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.4162931,15.4655546,0.5413461060508769,True,Missing,Missing,Missing,Missing,0,1,0,1,1,1
2927,https://www.sreality.cz/detail/prodej/dum/chata/repin-repin-/3026504028,"Řepín, okres Mělník",melnik,"chaty
",350 000 Kč za nemovitost,20.10.2022,Smíšená,Dobrý,Missing,Přízemní,Missing,0.0,0.0,0.0,0.45717074879210867,0.5510431852991051,Missing,Ihned,Missing,Missing,Missing,Missing,Missing,Missing,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,Missing,Missing,Alenigo,0.5387870521204585,3064,Nothing,Missing,Missing,Missing,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.3670146,14.6328681,0.14837609708295885,Missing,Missing,Missing,Missing,Missing,0,0,0,0,1,1
4436,https://www.sreality.cz/detail/prodej/dum/chata/putim-putim-/3126400588,"Putim, okres Písek",pisek,"chaty
",1 690 000 Kč za nemovitost,20.10.2022,Cihlová,Dobrý,Samostatný,Patrový,1 včetně 1 podzemního,0.39904116510373294,0.3578432432397358,0.36588963655043294,0.4693941349800994,0.5462226124648275,1,Missing,Missing,Lokální tuhá paliva,Missing,Missing,"Vlak, Silnice, Autobus",Asfaltová,Missing,0.0,Částečně,Reality Schánělec a syn,0.8402547077308642,4646,Nothing,"230V, 400V",Missing,Klidná část obce,1.0,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.264521,14.119027,0.3752809871009788,Missing,Missing,Missing,Missing,Missing,0,0,0,1,1,1
5776,https://www.sreality.cz/detail/prodej/dum/rodinny/nove-mesto-nad-metuji-nove-mesto-nad-metuji-druzebni/3170244428,"Družební, Nové Město nad Metují",nachod,"rodinne-domy
",7 470 000 Kč za nemovitost,Včera,Cihlová,Po rekonstrukci,Samostatný,Patrový,3,0.5435661321281753,0.49520622952507054,0.5331315879193048,0.47570087569688646,0.5462226124648275,Missing,Missing,Missing,Missing,Plynovod,Veřejná kanalizace,Missing,Missing,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Missing,Částečně,AQ REALITY,0.5675570550187428,6043,Nothing,Missing,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.3580644,16.1510001,0.5894490348141663,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
1311,https://www.sreality.cz/detail/prodej/dum/rodinny/stankovice-stankovice-zahradni/2188584780,"Zahradní, Staňkovice",louny,"rodinne-domy
",4 890 000 Kč za nemovitost,21.10.2022,Cihlová,Novostavba,V bloku,Přízemní,2,0.428260920114326,0.4095652897533186,0.5331315879193048,0.4195099133096563,0.47767041255543513,Missing,Missing,Dálkový vodovod,Ústřední elektrické,Plynovod,Veřejná kanalizace,Missing,Asfaltová,Třída B - Velmi úsporná č. 264/2020 Sb. podle vyhlášky,1.0,0,CERET Reality,0.8234482812344923,1371,Nothing,Missing,Missing,Klidná část obce,1.0,Missing,0.7500160339225485,Missing,0.991570990479623,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.3533902,13.5729865,0.5283902093334176,Missing,Missing,Missing,Missing,Missing,0,1,0,0,1,0
5414,https://www.sreality.cz/detail/prodej/dum/chalupa/trpin--/83420748,"Trpín, okres Svitavy",svitavy,"chalupy
",3 500 000 Kč za nemovitost,07.10.2022,Cihlová,Dobrý,Rohový,Patrový,3,0.531842823012964,0.47665805011029716,0.5331315879193048,0.3708928981808259,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,Missing,M&M reality,0.885201365992714,5667,Za nemovitost. V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,Missing,Missing,Klidná část obce,1.0,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.5952183,16.4016138,0.4801963634831461,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
682,https://www.sreality.cz/detail/prodej/dum/rodinny/utery-vidzin-/2323859020,"Úterý - Vidžín, okres Plzeň-sever",plzen-sever,"rodinne-domy
",3 390 000 Kč za nemovitost,19.09.2022,Cihlová,Dobrý,Samostatný,Patrový,2,0.5923245499776755,0.5122468793115704,0.589589123682604,0.5965824961342914,0.5462226124648275,1,Ihned,Missing,Missing,Missing,Missing,Missing,Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,MB Reality,0.9238857928780206,710,Nothing,Missing,Missing,Missing,1.0,1.0,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.9657998,12.980926,0.4755945651700544,Missing,Missing,Missing,Missing,Missing,0,0,0,1,1,1
5130,https://www.sreality.cz/detail/prodej/dum/rodinny/jihlava-jihlava-/3308009036,Jihlava,jihlava,"rodinne-domy
",9 800 000 Kč za nemovitost,Dnes,Cihlová,Dobrý,Rohový,Patrový,3 včetně 1 podzemního,0.5310145175299565,0.4979689373801588,0.5331315879193048,0.4814053397997355,0.5462226124648275,1,Missing,Dálkový vodovod,Missing,Plynovod,Veřejná kanalizace,"Vlak, Dálnice, MHD, Autobus",Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,Reality ČR Karel Papoušek,0.5205351824917805,5362,včetně všech služeb,"230V, 400V",Missing,Klidná část obce,1.0,1.0,0.7500160339225485,Missing,0.9493004902331208,"Telefon, Internet, Satelit, Kabelová televize, Kabelové rozvody",Missing,Missing,Missing,Missing,Missing,Missing,49.396064,15.5903065,0.6285724605661049,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
5219,https://www.sreality.cz/detail/prodej/dum/rodinny/cernovice-cernovice-na-potoce/3570849356,"Na Potoce, Černovice",pelhrimov,"rodinne-domy
",5 250 000 Kč za nemovitost,11.10.2022,Smíšená,Velmi dobrý,Samostatný,Patrový,Missing,0.5787231413323748,0.4611996719078078,0.5331315879193048,0.47010915922710317,0.5297274752389854,12 m2,Missing,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,0.0,1,REALITY HORŇÁK,0.4139024069032369,5455,"Zajistím pro Vás financování, včetně DPH, včetně poplatků, včetně provize, včetně právního servisu","230V, 400V",Missing,Missing,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,"Internet, Kabelové rozvody",Missing,Missing,Missing,Missing,Missing,Missing,49.3727869,14.9575371,0.5386270119737468,True,True,True,True,Missing,0,1,0,0,1,1
4102,https://www.sreality.cz/detail/prodej/dum/rodinny/vyssi-brod--/128284236,"Vyšší Brod, okres Český Krumlov",cesky-krumlov,"rodinne-domy
",6 500 000 Kč za nemovitost,23.08.2022,Kamenná,Dobrý,Samostatný,Přízemní,Missing,0.531842823012964,0.5527044388085071,0.5331315879193048,0.5005243788741146,0.5462226124648275,Missing,Ihned,Missing,Missing,Missing,Missing,"Vlak, Silnice, Autobus",Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,"Broker Consulting, a.s.",0.5689526812484409,4297,Nothing,Missing,Missing,Missing,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,0,Missing,Missing,Missing,48.6154234,14.3120378,0.5694046866285118,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
5995,https://www.sreality.cz/detail/prodej/dum/chalupa/rynoltice-cerna-louze-/2068609372,"Rynoltice - Černá Louže, okres Liberec",liberec,"chalupy
",5 500 000 Kč za nemovitost (k jednání),11.07.2022,Smíšená,Dobrý,Samostatný,Patrový,2,0.5874827908261899,0.49520622952507054,0.5331315879193048,0.5248079727425157,0.6325685922261559,Missing,Missing,Dálkový vodovod,Missing,Missing,Jímka,Autobus,Missing,Třída G - Mimořádně nehospodárná,Missing,1,MV reality s.r.o.,0.8521133172640318,6268,"včetně provize, právního servisu a úschovy kupní ceny.","230V, 400V",Missing,Klidná část obce,2.0,1.0,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.7971992,14.8241189,0.5453309049277482,True,True,Missing,Missing,Missing,0,1,0,0,1,1
1630,https://www.sreality.cz/detail/prodej/dum/rodinny/varnsdorf-varnsdorf-reznicka/102192716,"Řeznická, Varnsdorf",decin,"rodinne-domy
",3 550 000 Kč za nemovitost,Včera,Smíšená,Velmi dobrý,Samostatný,Patrový,2 včetně 1 podzemního,0.531842823012964,0.47665805011029716,0.5331315879193048,0.4857455475318277,0.5462226124648275,20 m2,Ihned,Dálkový vodovod,Lokální plynové,Plynovod,Veřejná kanalizace,Missing,Missing,Třída G - Mimořádně nehospodárná,Missing,Částečně,"Broker Consulting, a.s.",0.526247586734286,1706,Nothing,Missing,Missing,Missing,Missing,1.0,0.7500160339225485,Missing,0.9493004902331208,Internet,Missing,1.0,0,Missing,Missing,Missing,50.9151603,14.6100142,0.4822404787586865,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
