,link,location,district,HouseType,total price,Update,Building,Object status,Location of the house,Home type,The floor,Built-up area,Usable area,Floor area,Land area,Garden area,Store,Move-in date,Water,Heating,Gas,Garbage,Transport,Communication,Energy efficiency of the building,Barrier-free,Equipment,companyName,proximityIndex,Index,Note on price,Electricity,Indicator of energy efficiency of the building,Object location,Parking,Garage,Year of reconstruction,Lift,Cena,Year of approval,Telecommunication,Certificate of energy performance of the building,Swimming pool,Number of flats,Housing costs,Discounted,Original price,Pool area,Ceiling height,Condition,Soil construction,Starting price,Expert opinion,Minimum bid,Auction principal,Type of auction,Place of auction,The date of the auction,Auction decree,Expert opinion.1,Inspection date,Sale start date,Minimum purchase price,The date of the 1st inspection,The date of the 2nd inspection,Date of completion of construction,Inspection date to,locationLat,locationLong,price,provize,právního,dph,poplatků,cena k jednání
3279,https://www.sreality.cz/detail/prodej/dum/rodinny/dobris-dobris-vargac/121801052,"Vargač, Dobříš",pribram,"rodinne-domy
",22 000 000 Kč za nemovitost,18.10.2022,Smíšená,Velmi dobrý,Samostatný,Patrový,3 včetně 1 podzemního,121.0,235,235.0,621.0,500.0,25 m2,,Dálkový vodovod,"Ústřední tuhá paliva, Ústřední elektrické",,Veřejná kanalizace,"Vlak, Dálnice, Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná,,Částečně,CENTURY 21 Airport,564.7333333333333,3429,"včetně poplatků, včetně provize, včetně právního servisu",400V,,Klidná část obce,3.0,,2000.0,0.0,,,"Telefon, Internet, Kabelové rozvody",,,,,,,,,,,,,,,,,,,,,,,,,,,49.781597250000004,14.181674994126695,22000000,True,True,,True,
5804,https://www.sreality.cz/detail/prodej/dum/rodinny/velke-porici-velke-porici-poricska/2523575884,"Poříčská, Velké Poříčí",nachod,"rodinne-domy
",4 490 000 Kč za nemovitost (k jednání),18.10.2022,Smíšená,Dobrý,V bloku,Přízemní,1. podlaží z celkem 3 včetně 1 podzemního,200.0,247,300.0,553.0,241.0,35 m2,,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,"Vlak, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,0.0,Částečně,Fincentrum Reality,1520.388888888889,6071,Nothing,"230V, 400V",,Klidná část obce,1.0,1.0,,,,,,,,,,4 490 000 Kč za nemovitost (k jednání),4 900 000 Kč,,,,,,,,,,,,,,,,,,,,,50.4546844,16.1935568,4490000,,,,,
2725,https://www.sreality.cz/detail/prodej/dum/rodinny/zehun-zehun-/3184904012,"Žehuň, okres Kolín",kolin,"rodinne-domy
",5 900 000 Kč za nemovitost (k jednání),21.10.2022,Cihlová,Velmi dobrý,Rohový,Přízemní,1,344.0,120,,905.0,,,Ihned,,,,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,Částečně,Dreams Realitní Kancelář,1903.5833333333333,2853,Nothing,,,Centrum obce,,,,,,,,,,,3 000,5 900 000 Kč za nemovitost (k jednání),6 900 000 Kč,,,,,,,,,,,,,,,,,,,,,50.1356294,15.29057,5900000,,,,,
440,https://www.sreality.cz/detail/prodej/dum/rodinny/stribro-stribro-jiriho-z-podebrad/1810594140,"Jiřího z Poděbrad, Stříbro",tachov,"rodinne-domy
",7 490 000 Kč za nemovitost,21.10.2022,Cihlová,Dobrý,Řadový,Patrový,3,100.0,300,300.0,227.0,,,Ihned,Dálkový vodovod,Ústřední tuhá paliva,,Veřejná kanalizace,"Vlak, Dálnice, Silnice, Autobus",Asfaltová,,,1,Realitní makléři Plzeň plus,412.1428571428572,461,"cena k jednání, právní servis zajištěn u advokátní kanceláře",400V,,Centrum obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7512851,13.0040396,7490000,,,,,True
3623,https://www.sreality.cz/detail/prodej/dum/rodinny/praha-lipence-jilovistska/2764605788,"Jílovišťská, Praha 5 - Lipence",praha-5,"rodinne-domy
",16 946 000 Kč za nemovitost,18.10.2022,Smíšená,Špatný,Samostatný,Přízemní,1,717.0,100,,2282.0,,,,,,Plynovod,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,0,RE/MAX G8 Reality,1523.6666666666667,3787,Nothing,,,Centrum obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9570911,14.3689346,16946000,,,,,
5965,https://www.sreality.cz/detail/prodej/dum/chata/lucany-nad-nisou--/2252895820,"Lučany nad Nisou, okres Jablonec nad Nisou",jablonec-nad-nisou,"chaty
",1 550 000 Kč za nemovitost,27.09.2022,Dřevěná,Velmi dobrý,Samostatný,Přízemní,1,25.0,32,,679.0,,,Ihned,Studna,,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,1,RE/MAX Gold 2,1546.6666666666667,6237,Cena zahrnuje realitní a právní servis,230V,,Okraj obce,,,,,,,,,,,,,,,,Rezervováno,,,,,,,,,,,,,,,,,,50.7413554,15.2204627,1550000,,,,,
2781,https://www.sreality.cz/detail/prodej/dum/rodinny/rostoklaty-nova-ves-ii-/1590794060,"Rostoklaty - Nová Ves II, okres Kolín",kolin,"rodinne-domy
",8 100 000 Kč za nemovitost,08.09.2022,Cihlová,Ve výstavbě,V bloku,Patrový,,,124,,600.0,,,,Místní zdroj,Ústřední elektrické,,Veřejná kanalizace,"Vlak, Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,,0,CENTURY 21 HARMONY,1821.176470588236,2911,Nothing,"230V, 400V","115,0 kWh/m^2 za rok",Klidná část obce,1.0,,,0.0,,2023.0,,Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,,,,,,,,,,,,,,,,,50.0786436,14.8046457,8100000,,,,,
5132,https://www.sreality.cz/detail/prodej/dum/rodinny/stritez-stritez-/2807940684,"Střítež, okres Jihlava",jihlava,"rodinne-domy
",17 822 800 Kč za nemovitost,14.10.2022,Dřevěná,Novostavba,Samostatný,Patrový,2,,190,,586.0,,,,Dálkový vodovod,Jiné,,"Septik, Jímka","Silnice, Autobus",,Třída B - Velmi úsporná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,1378.4545454545455,5364,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,230V,,Klidná část obce,2.0,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,49.456302,15.6280175,17822800,,,,,
5051,https://www.sreality.cz/detail/prodej/dum/rodinny/cerekvicka-rosice--/2542724940,"Cerekvička-Rosice, okres Jihlava",jihlava,"rodinne-domy
",8 950 000 Kč za nemovitost,18.10.2022,Cihlová,Novostavba,Samostatný,Přízemní,1,140.0,185,125.0,1043.0,,,,,Jiné,,Septik,,,Třída G - Mimořádně nehospodárná,,0,Areality Vysočina,1330.571428571429,5279,Nothing,"230V, 400V",,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3346353,15.5872418,8950000,,,,,
4776,https://www.sreality.cz/detail/prodej/dum/chalupa/bechyne-bechyne-zareci/2927909212,"Zářečí, Bechyně",tabor,"chalupy
",5 570 000 Kč za nemovitost,21.10.2022,Cihlová,Dobrý,Samostatný,Patrový,2,160.0,120,,304.0,,,,Dálkový vodovod,,,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,RE/MAX Optimal,754.8666666666667,4994,Nothing,,,Klidná část obce,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2908453,14.4709561,5570000,,,,,
2729,https://www.sreality.cz/detail/prodej/dum/rodinny/krakovany-krakovany-/3653396044,"Krakovany, okres Kolín",kolin,"rodinne-domy
",6 990 000 Kč za nemovitost,04.10.2022,Cihlová,Novostavba,Samostatný,Přízemní,1,,145,,572.0,,,,Dálkový vodovod,"Lokální elektrické, Jiné",,Veřejná kanalizace,Autobus,,Třída C - Úsporná č. 148/2007 Sb. podle vyhlášky,,0,M&M reality,1394.3076923076924,2857,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",,Klidná část obce,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0660663,15.3688644,6990000,,,,,
1021,https://www.sreality.cz/detail/prodej/dum/rodinny/libouchec-libouchec-/3153294924,"Libouchec, okres Ústí nad Labem",usti-nad-labem,"rodinne-domy
",8 072 600 Kč za nemovitost,17.10.2022,Cihlová,Novostavba,Samostatný,Patrový,2,118.0,148,148.0,702.0,584.0,,,Dálkový vodovod,Ústřední elektrické,,Veřejná kanalizace,"Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída C - Úsporná č. 264/2020 Sb. podle vyhlášky,0.0,,Realitní kancelář RENNER,1177.4615384615386,1062,Nothing,230V,,Klidná část obce,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7583955,14.0398647,8072600,,,,,
1760,https://www.sreality.cz/detail/prodej/dum/rodinny/dolni-podluzi--/521463372,"Dolní Podluží, okres Děčín",decin,"rodinne-domy
",5 990 000 Kč za nemovitost,26.09.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,,,385,,2500.0,,,,,,,,,,Třída G - Mimořádně nehospodárná,,,EU - Grand Reality,1748.578947368421,1850,Nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8810017,14.5946473,5990000,,,,,
1269,https://www.sreality.cz/detail/prodej/dum/rodinny/destnice-destnice-/2263328588,"Deštnice, okres Louny",louny,"rodinne-domy
",1 999 900 Kč za nemovitost,05.09.2022,Cihlová,Před rekonstrukcí,Samostatný,Patrový,2,70.0,130,,861.0,,1,,"Místní zdroj, Dálkový vodovod",,,Jímka,"Vlak, Autobus",,,,,Molík reality,2778.4,1326,Nehradí se daň z nabytí.,230V,,Klidná část obce,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2306311,13.6098035,1999900,,,,,
5134,https://www.sreality.cz/detail/prodej/dum/rodinny/telc-telc-stare-mesto-kostelnomyslovska/538965580,"Kostelnomyslovská, Telč - Telč-Staré Město",jihlava,"rodinne-domy
",10 650 000 Kč za nemovitost,31.08.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,3,,438,,1000.0,,1,Ihned,,,,,,,Třída G - Mimořádně nehospodárná,,,"Broker Consulting, a.s.",613.6875,5366,Nothing,,,,,1.0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,49.1777135,15.4495191,10650000,,,,,
15,https://www.sreality.cz/detail/prodej/dum/rodinny/marianske-lazne-usovice-na-pruhonu/3139893068,"Na Průhonu, Mariánské Lázně - Úšovice",cheb,"rodinne-domy
",6 990 000 Kč za nemovitost,17.10.2022,Cihlová,Dobrý,Samostatný,Patrový,3 včetně 1 podzemního,426.0,226,226.0,426.0,,,,Dálkový vodovod,Lokální plynové,,,,Asfaltová,Třída G - Mimořádně nehospodárná,,1,Bidli,781.5,15,Nothing,400V,,Klidná část obce,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9549659,12.7082701,6990000,,,,,
4936,https://www.sreality.cz/detail/prodej/dum/rodinny/sluzatky-sluzatky-/1011918668,"Služátky, okres Havlíčkův Brod",havlickuv-brod,"rodinne-domy
",4 200 000 Kč za nemovitost,05.09.2022,Cihlová,Dobrý,Samostatný,Patrový,,,234,,4532.0,4148.0,1,,Místní zdroj,Ústřední tuhá paliva,Plynovod,Jímka,"Vlak, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,Částečně,Kutnohorské reality,2106.0,5160,"včetně provize, včetně právního servisu",230V,,Klidná část obce,1.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6848793,15.4313834,4200000,True,True,,,
1543,https://www.sreality.cz/detail/prodej/dum/rodinny/steti-steti-u-nadrazi/415467084,"U Nádraží, Štětí",litomerice,"rodinne-domy
",2 200 000 Kč za nemovitost,19.10.2022,Smíšená,Dobrý,Samostatný,Patrový,10,202.0,180,180.0,202.0,,,Ihned,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,"Vlak, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,0.0,,AURA reality,1211.8666666666666,1615,Nothing,400V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4579552,14.3921352,2200000,,,,,
3475,https://www.sreality.cz/detail/prodej/dum/rodinny/cista-cista-/2081232716,"Čistá, okres Rakovník",rakovnik,"rodinne-domy
",990 000 Kč za nemovitost,20.10.2022,Smíšená,Dobrý,Samostatný,Přízemní,2 včetně 1 podzemního,,164,,164.0,,,,Dálkový vodovod,Lokální tuhá paliva,,Veřejná kanalizace,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,M&M reality,1054.9166666666667,3632,"+ 121000,- provize RK","230V, 400V","10,0 kWh/m^2 za rok",Okraj obce,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0278837,13.5699605,990000,True,,,,
3798,https://www.sreality.cz/detail/prodej/dum/rodinny/praha-repy-ke-kamence/3480647772,"Ke Kaménce, Praha 6 - Řepy",praha-6,"rodinne-domy
",34 990 000 Kč za nemovitost,27.06.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,,210.0,595,595.0,421.0,205.0,127 m2,,Dálkový vodovod,"Ústřední plynové, Jiné",Plynovod,Veřejná kanalizace,"Vlak, Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída D - Méně úsporná č. 78/2013 Sb. podle vyhlášky,,Částečně,OAK real,988.809523809524,3970,"včetně provize, včetně právního servisu","230V, 400V","217,0 kWh/m^2 za rok",Centrum obce,3.0,,1999.0,0.0,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0719005,14.3018522,34990000,True,True,,,
533,https://www.sreality.cz/detail/prodej/dum/vila/chodsky-ujezd-dolni-jadruz-/547913052,"Chodský Újezd - Dolní Jadruž, okres Tachov",tachov,"vily
",24 500 000 Kč za nemovitost,19.10.2022,Kamenná,Velmi dobrý,Samostatný,Patrový,,,890,,7000.0,2000.0,1,,,,,,"Vlak, Dálnice, Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná,,1,Sotheby´s International Realty Czech Republic,3309.866666666667,556,Nothing,,,,,,2016.0,,,,"Telefon, Internet",,,,,,,,,,,,,,,,,,,,,,,,,,,49.8660595,12.6850844,24500000,,,,,
4343,https://www.sreality.cz/detail/prodej/dum/chalupa/cimer-dobra-voda-/3969738316,"Číměř - Dobrá Voda, okres Jindřichův Hradec",jindrichuv-hradec,"chalupy
",6 790 000 Kč za nemovitost,11.10.2022,Smíšená,Velmi dobrý,Samostatný,Přízemní,,,82,,1633.0,,,,,,,,,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,0.0,1,NEXT REALITY JINDŘICHŮV HRADEC,3424.285714285714,4549,Nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0620746,15.1037627,6790000,,,,,
4489,https://www.sreality.cz/detail/prodej/dum/na-klic/sumavske-hostice--/3620415308,"Šumavské Hoštice, okres Prachatice",prachatice,"projekty-na-klic
",2 940 000 Kč za nemovitost,12.10.2022,Montovaná,Projekt,Samostatný,Patrový,2,86.0,110,,1.0,,,,,,,,,,Třída B - Velmi úsporná,,,Martin Chour,345.8888888888889,4699,"na klíč, vč. zákl. desky a DPH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0396769,13.871864,2940000,,,,,
2430,https://www.sreality.cz/detail/prodej/dum/rodinny/kladno-svermov-trebizskeho/1618798412,"Třebízského, Kladno - Švermov",kladno,"rodinne-domy
",7 590 000 Kč za nemovitost,20.10.2022,Cihlová,Velmi dobrý,Samostatný,Přízemní,1,150.0,130,130.0,355.0,250.0,,,Dálkový vodovod,Lokální plynové,Plynovod,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná,,,Duna House,981.6315789473684,2541,Nothing,"230V, 400V",,Klidná část obce,1.0,,,,,1940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1662075,14.1046166,7590000,,,,,
4,https://www.sreality.cz/detail/prodej/dum/rodinny/dolni-zandov-uboci-/3171592012,"Dolní Žandov - Úbočí, okres Cheb",cheb,"rodinne-domy
",6 900 000 Kč za nemovitost (k jednání),20.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,650.0,180,180.0,1893.0,,1,,Místní zdroj,"Ústřední tuhá paliva, Ústřední elektrické",,Jímka,Autobus,,Třída G - Mimořádně nehospodárná,,,iRealitka.cz,1976.0,4,Včetně provize a právního servisu. Cena k jednání.,"230V, 400V",,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0192045,12.5495195,6900000,True,True,,,True
4255,https://www.sreality.cz/detail/prodej/dum/rodinny/popelin-popelin-/2767418956,"Popelín, okres Jindřichův Hradec",jindrichuv-hradec,"rodinne-domy
",6 490 000 Kč za nemovitost,11.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,,,110,,789.0,,1,,,,,,,,Třída D - Méně úsporná č. 78/2013 Sb. podle vyhlášky,0.0,0,NEXT REALITY JINDŘICHŮV HRADEC,1938.1,4459,Nothing,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,49.2135198,15.1840905,6490000,,,,,
1824,https://www.sreality.cz/detail/prodej/dum/chalupa/doubice-doubice-/54056524,"Doubice, okres Děčín",decin,"chalupy
",5 500 000 Kč za nemovitost,06.09.2022,Dřevěná,Dobrý,Samostatný,Patrový,,892.0,295,,4479.0,,,Ihned,Místní zdroj,Lokální tuhá paliva,,,,,Třída G - Mimořádně nehospodárná,0.0,0,"Broker Consulting, a.s.",2768.9375,1918,Nothing,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,50.8886016,14.4616106,5500000,,,,,
2858,https://www.sreality.cz/detail/prodej/dum/chata/kolin-kolin-v-/3731254108,"Kolín - Kolín V, okres Kolín",kolin,"chaty
",1 290 000 Kč za nemovitost,30.09.2022,Montovaná,Dobrý,Samostatný,Přízemní,1,20.0,20,442.0,442.0,442.0,,Ihned,,,,,Silnice,,,0.0,,ŠMÍD & PARTNERS,311.88235294117646,2993,"cena vč. provize, právního servisu",230V,,Okraj obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0253511,15.2144986,1290000,,,,,
4867,https://www.sreality.cz/detail/prodej/dum/rodinny/pohled-pohled-pribyslavska/987305804,"Přibyslavská, Pohled",havlickuv-brod,"rodinne-domy
",3 490 000 Kč za nemovitost,18.10.2022,Cihlová,Před rekonstrukcí,Samostatný,Patrový,2,160.0,200,,950.0,,1,01.11.2022,Dálkový vodovod,Ústřední plynové,Plynovod,"Veřejná kanalizace, Jímka","Vlak, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,,Reality Vysočina,1916.9333333333327,5088,včetně provize RK a právního servisu,"230V, 400V",,Okraj obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6055098,15.6500136,3490000,True,True,,,
2529,https://www.sreality.cz/detail/prodej/dum/rodinny/hostoun-hostoun-na-obci/1901914460,"Na Obci, Hostouň",kladno,"rodinne-domy
",11 650 000 Kč za nemovitost,27.07.2022,Cihlová,Velmi dobrý,Rohový,Patrový,2,77.0,119,,321.0,243.0,,,Dálkový vodovod,,Plynovod,Veřejná kanalizace,"Vlak, Dálnice, MHD, Autobus",,Třída B - Velmi úsporná č. 148/2007 Sb. podle vyhlášky,1.0,1,MV reality s.r.o.,2075.8,2644,"Cena včetně provize RK, právního a finančního servisu.","230V, 400V","208,0 kWh/m^2 za rok",Klidná část obce,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,50.1129061,14.1988234,11650000,True,True,,,
932,https://www.sreality.cz/detail/prodej/dum/rodinny/horsovsky-tyn-plzenske-predmesti-k-terenu/1531037516,"K Terénu, Horšovský Týn - Plzeňské Předměstí",domazlice,"rodinne-domy
",17 350 000 Kč za nemovitost,05.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,3 včetně 1 podzemního,,274,,8273.0,,,,Dálkový vodovod,Jiné,,Veřejná kanalizace,"Silnice, Autobus",,Třída B - Velmi úsporná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,1193.0,971,Včetně právního servisu. V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V, 400V",,Klidná část obce,4.0,1.0,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,49.5350113,12.9521277,17350000,,True,,,
1858,https://www.sreality.cz/detail/prodej/dum/undefined/chribska-horni-chribska-/3715364428,"Chřibská - Horní Chřibská, okres Děčín",decin,"vicegeneracni-domy
",6 450 000 Kč za nemovitost,15.10.2022,Smíšená,Po rekonstrukci,,Patrový,2. podlaží z celkem 2,845.0,260,180.0,1288.0,443.0,10 m2,,Dálkový vodovod,Ústřední tuhá paliva,,Jímka,Autobus,,Třída D - Méně úsporná č. 78/2013 Sb. podle vyhlášky,,Částečně,REALITY DREAM,1578.8181818181818,1952,"Cena vč. právních služeb, Advokátní úschovy, provize RK",400V,,Klidná část obce,,1.0,,0.0,,,Internet,,,,,,,,"2,6 m",,,,,,,,,,,,,,,,,,,50.8580715,14.5011364,6450000,,,,,
3166,https://www.sreality.cz/detail/prodej/dum/rodinny/krasna-hora-nad-vltavou-vletice-/1022679388,"Krásná Hora nad Vltavou - Vletice, okres Příbram",pribram,"rodinne-domy
",3 998 000 Kč za nemovitost,11.10.2022,Cihlová,Dobrý,Samostatný,Patrový,2,518.0,230,,1105.0,379.0,2 m2,31.10.2022,Místní zdroj,,,ČOV pro celý objekt,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,0.0,1,KOCOUR V REALITÁCH,2960.2727272727275,3316,"Doporučuji, klidná, lukrativní lokalita, nejvyšší nabídce,",,,Okraj obce,3.0,1.0,1980.0,,,1981.0,"Telefon, Satelit, Ostatní",,,,,,,,,,,,,,,,,,,,,,,,,,,49.604687,14.310415,3998000,,,,,
2481,https://www.sreality.cz/detail/prodej/dum/rodinny/kacice-kacice-ve-skalce/2451720540,"Ve Skalce, Kačice",kladno,"rodinne-domy
",4 390 000 Kč za nemovitost,12.09.2022,Cihlová,Před rekonstrukcí,Samostatný,Přízemní,2 včetně 1 podzemního,,96,,367.0,,1,,"Místní zdroj, Dálkový vodovod",Jiné,,Veřejná kanalizace,"Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,M&M reality,1833.8666666666663,2596,Včetně provize RK a kompletního právního servisu . V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",,Klidná část obce,2.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1667585,13.9884772,4390000,True,True,,,
5615,https://www.sreality.cz/detail/prodej/dum/rodinny/smirice-trotina-/4237965404,"Smiřice - Trotina, okres Hradec Králové",hradec-kralove,"rodinne-domy
",3 460 000 Kč za nemovitost,05.10.2022,Cihlová,Před rekonstrukcí,Samostatný,Přízemní,1,196.0,150,,996.0,,,,,,,"Septik, Jímka",,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,0,Global Reality Hradec Králové,2337.5,5878,Nothing,,,Centrum obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3067343,15.8491318,3460000,,,,,
2770,https://www.sreality.cz/detail/prodej/dum/rodinny/brezany-ii-brezany-ii-/879916620,"Břežany II, okres Kolín",kolin,"rodinne-domy
",5 970 000 Kč za nemovitost (k jednání),21.10.2022,Cihlová,Špatný,Samostatný,Přízemní,1,80.0,50,,1088.0,,1,,Dálkový vodovod,Lokální elektrické,,"Veřejná kanalizace, Jímka","Vlak, Autobus",,Třída G - Mimořádně nehospodárná,,,MV reality s.r.o.,2183.294117647059,2900,"Cena včetně provize RK, právního a finančního servisu, cena k jednání","230V, 400V",,Polosamota,,1.0,,,,,,,,,,5 970 000 Kč za nemovitost (k jednání),6 180 000 Kč,,,,,,,,,,,,,,,,,,,,,50.0937663,14.8047188,5970000,True,True,,,True
5633,https://www.sreality.cz/detail/prodej/dum/rodinny/lazne-belohrad-lazne-belohrad-vojtiskova/610539612,"Vojtíškova, Lázně Bělohrad",jicin,"rodinne-domy
",6 900 000 Kč za nemovitost,19.10.2022,Cihlová,Před rekonstrukcí,Samostatný,Patrový,2,234.0,186,,349.0,,1,,"Dálkový vodovod, Studna",,Plynovod,Veřejná kanalizace,"Vlak, Silnice, Autobus","Betonová, Asfaltová",Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,Částečně,H2 Reality+,549.8461538461538,5896,Nothing,,,Centrum obce,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4263027,15.5843344,6900000,,,,,
4902,https://www.sreality.cz/detail/prodej/dum/rodinny/okrouhlice-chlistov-/2083800652,"Okrouhlice - Chlístov, okres Havlíčkův Brod",havlickuv-brod,"rodinne-domy
",4 290 000 Kč za nemovitost,07.10.2022,Smíšená,Dobrý,Samostatný,Patrový,2,740.0,180,,1707.0,,,,,,,ČOV pro celý objekt,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,RE/MAX Pro,2176.8571428571427,5123,U této nabídky neplatíte provizi.,,,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6228164,15.5281378,4290000,,,,,
387,https://www.sreality.cz/detail/prodej/dum/chata/hroznetin-velky-rybnik-/4193782108,"Hroznětín - Velký Rybník, okres Karlovy Vary",karlovy-vary,"chaty
",1 690 000 Kč za nemovitost,09.09.2022,Smíšená,Dobrý,Samostatný,Přízemní,,89.0,70,,500.0,,,,Místní zdroj,Lokální tuhá paliva,,Septik,,,,,,IMEX REALITY,2178.230769230769,404,Nothing,400V,,Klidná část obce,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.290869,12.8584379,1690000,,,,,
